file	fn	site_line	messages
src/wire/ipv4.rs	payload	389	refinement type error
src/wire/ipv4.rs	set_version	398	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_version	398	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_dscp	411	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_dscp	411	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_total_len	424	refinement type error
src/wire/ipv4.rs	set_total_len	424	refinement type error
src/wire/ipv4.rs	set_ident	431	refinement type error
src/wire/ipv4.rs	set_ident	431	refinement type error
src/wire/ipv4.rs	clear_flags	438	refinement type error
src/wire/ipv4.rs	clear_flags	438	refinement type error
src/wire/ipv4.rs	set_hop_limit	474	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_hop_limit	474	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_next_header	481	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_next_header	481	assertion might fail: possible out-of-bounds access
src/wire/ipv4.rs	set_src_addr	495	refinement type error
src/wire/ipv4.rs	set_src_addr	495	refinement type error
src/wire/ipv4.rs	set_dst_addr	502	refinement type error
src/wire/ipv4.rs	set_dst_addr	502	refinement type error
src/wire/ipv6.rs	mask	163	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::{impl#0}::split_at may panic: MightPanic(Tr ;; refinement type error
src/wire/ipv6.rs	mask	163	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::{impl#0}::split_at may panic: MightPanic(Tr ;; refinement type error
src/wire/ipv6.rs	solicited_node	178	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/ipv6.rs	payload_len	448	refinement type error
src/wire/ipv6.rs	payload_len	448	refinement type error
src/wire/ipv6.rs	src_addr	475	call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/ipv6.rs	dst_addr	482	call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/ipv6.rs	payload	492	refinement type error
src/wire/ipv6.rs	set_version	503	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_version	503	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_traffic_class	515	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_traffic_class	515	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_traffic_class	515	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_flow_label	523	assertion might fail: possible out-of-bounds access ;; call to byteorder[387c]::ByteOrder::write_u24 may panic: MightPanic(No ;; refinement type error
src/wire/ipv6.rs	set_flow_label	524	assertion might fail: possible out-of-bounds access ;; call to byteorder[387c]::ByteOrder::write_u24 may panic: MightPanic(No ;; refinement type error
src/wire/ipv6.rs	set_flow_label	524	assertion might fail: possible out-of-bounds access ;; call to byteorder[387c]::ByteOrder::write_u24 may panic: MightPanic(No ;; refinement type error
src/wire/ipv6.rs	set_flow_label	524	assertion might fail: possible out-of-bounds access ;; call to byteorder[387c]::ByteOrder::write_u24 may panic: MightPanic(No ;; refinement type error
src/wire/ipv6.rs	set_payload_len	531	refinement type error
src/wire/ipv6.rs	set_payload_len	531	refinement type error
src/wire/ipv6.rs	set_payload_len	531	refinement type error
src/wire/ipv6.rs	set_next_header	538	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_hop_limit	545	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_hop_limit	545	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_hop_limit	545	assertion might fail: possible out-of-bounds access
src/wire/ipv6.rs	set_src_addr	552	refinement type error
src/wire/ipv6.rs	set_src_addr	552	refinement type error
src/wire/ipv6.rs	set_src_addr	552	refinement type error
src/wire/ipv6.rs	set_dst_addr	559	refinement type error
src/wire/ipv6.rs	set_dst_addr	559	refinement type error
src/wire/ipv6.rs	set_dst_addr	559	refinement type error
src/wire/ipv6.rs	payload_mut	567	refinement type error
src/wire/ipv6ext_header.rs	set_next_header	102	assertion might fail: possible out-of-bounds access
src/wire/ipv6ext_header.rs	set_header_len	110	assertion might fail: possible out-of-bounds access
src/wire/ipv6hbh.rs	emit	104	call to core[a8c6]::slice::iter::{impl#166}::next may panic: MightPani ;; call to heapless[ea1e]::vec::{impl#11}::into_iter may panic: MightPani ;; refinement type error
src/wire/ipv6hbh.rs	emit	106	call to core[a8c6]::slice::iter::{impl#166}::next may panic: MightPani ;; call to heapless[ea1e]::vec::{impl#11}::into_iter may panic: MightPani ;; refinement type error
src/wire/ipv6option.rs	set_option_type	229	assertion might fail: possible out-of-bounds access
src/wire/ipv6option.rs	set_data_len	239	assertion might fail: possible out-of-bounds access
src/wire/ipv6option.rs	set_data_len	239	assertion might fail: possible out-of-bounds access
src/wire/ipv6option.rs	data_mut	252	refinement type error
src/wire/ipv6option.rs	data_mut	252	refinement type error
src/wire/ipv6option.rs	data_mut	252	refinement type error
src/wire/ipv6option.rs	emit	366	call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/mld.rs	mcast_addr	52	call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/mld.rs	s_flag	59	assertion might fail: possible out-of-bounds access
src/wire/mld.rs	qqic	73	assertion might fail: possible out-of-bounds access
src/wire/mld.rs	num_srcs	80	refinement type error
src/wire/mld.rs	set_qrv	134	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/mld.rs	set_qqic	143	assertion might fail: possible out-of-bounds access
src/wire/mld.rs	set_num_srcs	150	refinement type error
src/wire/mld.rs	set_num_srcs	273	refinement type error
src/wire/mld.rs	set_mcast_addr	282	call to core[a8c6]::net::ip_addr::{impl#20}::is_multicast may panic: M ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/mld.rs	set_mcast_addr	284	call to core[a8c6]::net::ip_addr::{impl#20}::is_multicast may panic: M ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/mod.rs	ethernet_or_panic	441	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/mod.rs	ethernet_or_panic	441	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/mod.rs	ieee802154_or_panic	450	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/mod.rs	as_bytes	549	call to core[a8c6]::array::{impl#15}::index may panic: MightPanic(Tran
src/wire/ndisc.rs	reachable_time	59	refinement type error
src/wire/ndisc.rs	retrans_time	66	refinement type error
src/wire/ndisc.rs	target_addr	81	call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/ndisc.rs	dest_addr	107	call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/ndisc.rs	set_current_hop_limit	120	assertion might fail: possible out-of-bounds access
src/wire/ndisc.rs	set_router_flags	126	assertion might fail: possible out-of-bounds access
src/wire/ndisc.rs	set_router_lifetime	133	refinement type error
src/wire/ndisc.rs	set_reachable_time	140	refinement type error
src/wire/ndisc.rs	set_retrans_time	147	refinement type error
src/wire/ndisc.rs	set_target_addr	162	refinement type error
src/wire/ndisc.rs	set_target_addr	162	refinement type error
src/wire/ndisc.rs	set_dest_addr	187	refinement type error
src/wire/ndisc.rs	parse	240	refinement type error
src/wire/ndisc.rs	emit	451	refinement type error
src/wire/ndiscoption.rs	set_option_type	289	assertion might fail: possible out-of-bounds access
src/wire/ndiscoption.rs	set_data_len	296	assertion might fail: possible out-of-bounds access
src/wire/ndiscoption.rs	set_data_len	296	assertion might fail: possible out-of-bounds access
src/wire/ndiscoption.rs	set_link_layer_addr	306	refinement type error
src/wire/ndiscoption.rs	set_mtu	316	refinement type error
src/wire/ndiscoption.rs	clear_prefix_reserved	352	refinement type error
src/wire/ndiscoption.rs	set_prefix	359	refinement type error
src/wire/ndiscoption.rs	clear_redirected_reserved	369	call to core[a8c6]::slice::{impl#0}::fill_with may panic: MightPanic(U ;; refinement type error
src/wire/ndiscoption.rs	data_mut	379	refinement type error
src/wire/ndiscoption.rs	data_mut	379	refinement type error
src/wire/ndiscoption.rs	parse	488	call to core[a8c6]::iter::traits::exact_size::ExactSizeIterator::len m ;; refinement type error
src/wire/ndiscoption.rs	emit	574	arithmetic operation may underflow ;; call to core[a8c6]::num::{impl#11}::div_ceil may panic: MightPanic(Syn ;; refinement type error
src/wire/ndiscoption.rs	emit	588	arithmetic operation may underflow ;; call to core[a8c6]::num::{impl#11}::div_ceil may panic: MightPanic(Syn ;; refinement type error
src/wire/sixlowpan/iphc.rs	next_header	133	refinement type error
src/wire/sixlowpan/iphc.rs	hop_limit	147	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/sixlowpan/iphc.rs	flow_label_field	206	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/sixlowpan/iphc.rs	flow_label_field	212	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/sixlowpan/iphc.rs	dst_addr	332	refinement type error
src/wire/sixlowpan/iphc.rs	dst_addr	335	refinement type error
src/wire/sixlowpan/iphc.rs	dst_addr	338	refinement type error
src/wire/sixlowpan/iphc.rs	payload	455	refinement type error
src/wire/sixlowpan/iphc.rs	set_dispatch_field	462	refinement type error
src/wire/sixlowpan/iphc.rs	set_field	481	refinement type error
src/wire/sixlowpan/iphc.rs	set_field	481	refinement type error
src/wire/sixlowpan/iphc.rs	buffer_len	845	call to core[a8c6]::array::equality::{impl#2}::eq may panic: MightPani ;; call to core[a8c6]::array::{impl#15}::index may panic: MightPanic(Tran ;; call to core[a8c6]::net::ip_addr::{impl#20}::is_multicast may panic: M ;; call to core[a8c6]::net::ip_addr::{impl#58}::eq may panic: MightPanic( ;; call to core[a8c6]::option::{impl#0}::map may panic: MightPanic(Transi ;; call to core[a8c6]::option::{impl#17}::eq may panic: MightPanic(Transi ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::cmp::{impl#0}::eq may panic: MightPanic(Tra
src/wire/sixlowpan/mod.rs	resolve	86	arithmetic operation may underflow ;; assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/sixlowpan/mod.rs	resolve	90	arithmetic operation may underflow ;; assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/sixlowpan/mod.rs	resolve	96	arithmetic operation may underflow ;; assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/sixlowpan/mod.rs	resolve	118	arithmetic operation may underflow ;; assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/sixlowpan/mod.rs	resolve	124	arithmetic operation may underflow ;; assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/wire/sixlowpan/nhc.rs	length	179	assertion might fail: possible out-of-bounds access
src/wire/sixlowpan/nhc.rs	length	179	assertion might fail: possible out-of-bounds access
src/wire/sixlowpan/nhc.rs	payload	208	refinement type error
src/wire/sixlowpan/nhc.rs	payload	208	refinement type error
src/wire/sixlowpan/nhc.rs	src_port	525	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/sixlowpan/nhc.rs	dst_port	553	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/sixlowpan/nhc.rs	dst_port	567	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/wire/sixlowpan/nhc.rs	checksum	586	refinement type error
src/wire/sixlowpan/nhc.rs	payload	618	refinement type error
src/wire/sixlowpan/nhc.rs	payload	618	refinement type error
src/wire/sixlowpan/nhc.rs	payload	618	refinement type error
src/wire/sixlowpan/nhc.rs	payload_mut	626	refinement type error
src/wire/sixlowpan/nhc.rs	payload_mut	626	refinement type error
src/wire/sixlowpan/nhc.rs	set_dispatch_field	632	assertion might fail: possible out-of-bounds access
src/wire/sixlowpan/nhc.rs	set_ports	657	
src/wire/sixlowpan/nhc.rs	set_ports	665	
src/wire/sixlowpan/nhc.rs	set_ports	673	
src/wire/sixlowpan/nhc.rs	set_checksum	682	refinement type error
src/wire/tcp.rs	add	44	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	add	44	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	add	44	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	add	44	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	add	44	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	add	44	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	add	44	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	sub	55	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	sub	73	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	sub	73	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	sub	73	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	sub	73	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	sub	73	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	sub	73	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/wire/tcp.rs	options	392	refinement type error
src/wire/tcp.rs	payload	400	refinement type error
src/wire/tcp.rs	set_src_port	409	refinement type error
src/wire/tcp.rs	set_dst_port	416	refinement type error
src/wire/tcp.rs	set_seq_number	423	call to byteorder[387c]::ByteOrder::write_i32 may panic: MightPanic(No ;; refinement type error
src/wire/tcp.rs	set_ack_number	430	call to byteorder[387c]::ByteOrder::write_i32 may panic: MightPanic(No ;; refinement type error
src/wire/tcp.rs	set_window_len	572	refinement type error
src/wire/tcp.rs	set_urgent_at	586	refinement type error
src/wire/tcp.rs	options_mut	611	refinement type error
src/wire/tcp.rs	payload_mut	619	refinement type error
src/wire/tcp.rs	parse	694	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; refinement type error
src/wire/tcp.rs	parse	695	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; refinement type error
src/wire/tcp.rs	parse	712	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; refinement type error
src/wire/tcp.rs	emit	740	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/tcp.rs	emit	744	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/tcp.rs	emit	753	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/tcp.rs	emit	767	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/tcp.rs	emit	781	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/tcp.rs	emit	786	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::traits::iterator::Iterator::for_each may pan ;; call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/tcp.rs	emit	1053	call to core[a8c6]::slice::iter::{impl#166}::any may panic: MightPanic ;; call to xarxa_driver[1613]::{impl#1}::tx may panic: MightPanic(NoMIRAv ;; refinement type error
src/wire/udp.rs	len	94	refinement type error
src/wire/udp.rs	checksum	101	refinement type error
src/wire/udp.rs	verify_checksum	145	refinement type error
src/wire/udp.rs	payload	156	refinement type error
src/wire/udp.rs	set_src_port	165	refinement type error
src/wire/udp.rs	set_src_port	165	refinement type error
src/wire/udp.rs	set_src_port	165	refinement type error
src/wire/udp.rs	set_dst_port	172	refinement type error
src/wire/udp.rs	set_dst_port	172	refinement type error
src/wire/udp.rs	set_dst_port	172	refinement type error
src/wire/udp.rs	set_len	179	refinement type error
src/wire/udp.rs	set_len	179	refinement type error
src/wire/udp.rs	set_len	179	refinement type error
src/wire/udp.rs	set_checksum	186	refinement type error
src/wire/udp.rs	set_checksum	186	refinement type error
src/wire/udp.rs	fill_checksum	200	refinement type error
src/wire/udp.rs	payload_mut	215	refinement type error
src/wire/udp.rs	payload_mut	215	refinement type error
